Applicant_ID,Income,Debt,EMI_Ratio,Late_Payments,Employment,CreditScore,DTI_Ratio,Risk,LoanStatus
A0832,65097,52055,27,5,SelfEmployed,300,0.8,High,Rejected
A0833,97344,11332,60,2,Salaried,557,0.12,High,Rejected
A0834,60868,18778,65,5,Salaried,300,0.31,High,Rejected
A0835,53405,3258,51,4,Salaried,334,0.06,High,Rejected
A0836,58879,45187,70,2,SelfEmployed,300,0.77,High,Rejected
A0837,95695,4651,64,3,Salaried,525,0.05,High,Rejected
A0838,68163,5654,29,0,Salaried,541,0.08,High,Rejected
A0839,50994,4100,28,1,SelfEmployed,412,0.08,High,Rejected
A0840,96144,69034,30,1,Salaried,472,0.72,High,Rejected
A0841,53964,16721,32,2,SelfEmployed,336,0.31,High,Rejected
A0842,31578,5307,48,1,Salaried,356,0.17,High,Rejected
A0843,31784,61884,58,0,Salaried,300,1.95,High,Rejected
A0844,76165,57679,24,4,Salaried,300,0.76,High,Rejected
A0845,82514,31599,40,4,Salaried,372,0.38,High,Rejected
A0846,22368,72322,20,1,SelfEmployed,300,3.23,High,Rejected
A0847,66927,19783,17,2,Salaried,415,0.3,High,Rejected
A0848,77993,30834,10,3,Salaried,393,0.4,High,Rejected
A0849,43103,39522,16,1,SelfEmployed,300,0.92,High,Rejected
A0850,47350,2833,41,0,SelfEmployed,443,0.06,High,Rejected
A0851,78856,37085,15,5,Salaried,301,0.47,High,Rejected
A0852,48470,55507,57,3,Salaried,300,1.15,High,Rejected
A0853,42921,15262,66,0,SelfEmployed,369,0.36,High,Rejected
A0854,21339,75978,44,4,Salaried,300,3.56,High,Rejected
A0855,90338,55251,32,3,SelfEmployed,363,0.61,High,Rejected
A0856,32573,48368,32,3,Salaried,300,1.48,High,Rejected
A0857,86468,24103,14,2,SelfEmployed,456,0.28,High,Rejected
A0858,61115,19502,18,5,SelfEmployed,300,0.32,High,Rejected
A0859,49147,69757,14,1,SelfEmployed,300,1.42,High,Rejected
A0860,68650,12263,48,2,Salaried,444,0.18,High,Rejected
A0861,49219,61432,25,1,Salaried,300,1.25,High,Rejected
A0862,95556,26155,10,5,SelfEmployed,369,0.27,High,Rejected
A0863,81984,23651,13,1,Salaried,509,0.29,High,Rejected
A0864,86489,31796,44,0,Salaried,549,0.37,High,Rejected
A0865,21526,37170,34,0,Salaried,300,1.73,High,Rejected
A0866,37287,43225,52,3,SelfEmployed,300,1.16,High,Rejected
A0867,85619,54898,53,5,Salaried,300,0.64,High,Rejected
A0868,53571,47123,27,2,Salaried,300,0.88,High,Rejected
A0869,56860,71950,62,0,SelfEmployed,300,1.27,High,Rejected
A0870,65779,20547,16,3,SelfEmployed,337,0.31,High,Rejected
A0871,88350,70066,28,4,SelfEmployed,300,0.79,High,Rejected
A0872,52975,64691,29,0,Salaried,300,1.22,High,Rejected
A0873,86754,45483,23,2,SelfEmployed,408,0.52,High,Rejected
A0874,45276,27760,13,0,SelfEmployed,325,0.61,High,Rejected
A0875,26710,39300,64,0,SelfEmployed,300,1.47,High,Rejected
A0876,38996,37695,55,3,SelfEmployed,300,0.97,High,Rejected
A0877,96077,8045,51,4,SelfEmployed,449,0.08,High,Rejected
A0878,88960,26261,17,1,Salaried,532,0.3,High,Rejected
A0879,46184,14950,69,0,SelfEmployed,386,0.32,High,Rejected
A0880,98197,18101,55,0,SelfEmployed,596,0.18,High,Rejected
A0881,89408,52735,66,2,SelfEmployed,404,0.59,High,Rejected
A0882,27735,58610,17,5,SelfEmployed,300,2.11,High,Rejected
A0883,66229,16348,56,4,SelfEmployed,312,0.25,High,Rejected
A0884,94613,58457,58,5,SelfEmployed,300,0.62,High,Rejected
A0885,61599,32519,33,4,Salaried,300,0.53,High,Rejected
A0886,43865,29469,20,2,Salaried,300,0.67,High,Rejected
A0887,51715,77782,26,5,SelfEmployed,300,1.5,High,Rejected
A0888,70875,70540,60,5,SelfEmployed,300,1.0,High,Rejected
A0889,58496,47978,65,4,Salaried,300,0.82,High,Rejected
A0890,84600,5243,51,4,SelfEmployed,413,0.06,High,Rejected
A0891,66372,76532,70,0,Salaried,321,1.15,High,Rejected
A0892,33143,16025,58,2,SelfEmployed,300,0.48,High,Rejected
A0893,76764,21945,26,3,SelfEmployed,381,0.29,High,Rejected
A0894,62963,27686,36,3,SelfEmployed,302,0.44,High,Rejected
A0895,78148,46019,45,3,Salaried,355,0.59,High,Rejected
A0896,74147,61221,31,4,SelfEmployed,300,0.83,High,Rejected
A0897,47638,60007,15,2,Salaried,300,1.26,High,Rejected
A0898,32243,50787,56,3,Salaried,300,1.58,High,Rejected
A0899,42214,62088,35,0,Salaried,300,1.47,High,Rejected
A0900,81414,49894,21,5,SelfEmployed,300,0.61,High,Rejected
A0901,56700,45222,58,1,SelfEmployed,300,0.8,High,Rejected
A0902,66509,14433,58,1,Salaried,469,0.22,High,Rejected
A0903,76970,63044,54,0,SelfEmployed,395,0.82,High,Rejected
A0904,70162,48902,44,5,SelfEmployed,300,0.7,High,Rejected
A0905,44525,48710,65,0,SelfEmployed,300,1.09,High,Rejected
A0906,80652,14602,23,0,SelfEmployed,536,0.18,High,Rejected
A0907,29985,54046,10,2,SelfEmployed,300,1.8,High,Rejected
A0908,85359,16101,14,4,Salaried,421,0.19,High,Rejected
A0909,94863,53080,45,0,Salaried,540,0.56,High,Rejected
A0910,74667,41980,67,2,SelfEmployed,358,0.56,High,Rejected
A0911,34720,56802,38,4,Salaried,300,1.64,High,Rejected
A0912,51674,78026,33,2,SelfEmployed,300,1.51,High,Rejected
A0913,61551,20301,51,0,SelfEmployed,439,0.33,High,Rejected
A0914,57932,26713,31,2,SelfEmployed,320,0.46,High,Rejected
A0915,61560,70278,45,3,SelfEmployed,300,1.14,High,Rejected
A0916,51943,52584,42,5,SelfEmployed,300,1.01,High,Rejected
A0917,44738,61585,19,0,SelfEmployed,300,1.38,High,Rejected
A0918,57290,39166,21,3,Salaried,300,0.68,High,Rejected
A0919,71893,62696,46,1,SelfEmployed,327,0.87,High,Rejected
A0920,64446,67016,24,5,SelfEmployed,300,1.04,High,Rejected
A0921,70393,2896,68,0,Salaried,558,0.04,High,Rejected
A0922,58965,22646,69,4,Salaried,300,0.38,High,Rejected
A0923,91199,27964,33,5,SelfEmployed,347,0.31,High,Rejected
A0924,44787,49869,40,0,Salaried,300,1.11,High,Rejected
A0925,67230,74130,53,1,SelfEmployed,300,1.1,High,Rejected
A0926,30757,74450,35,1,Salaried,300,2.42,High,Rejected
A0927,20861,23416,51,4,Salaried,300,1.12,High,Rejected
A0928,74400,69928,25,0,SelfEmployed,362,0.94,High,Rejected
A0929,79165,61611,13,1,Salaried,401,0.78,High,Rejected
A0930,65086,47294,36,2,SelfEmployed,300,0.73,High,Rejected
A0931,97005,23829,36,3,SelfEmployed,460,0.25,High,Rejected
A0932,54980,73474,52,1,SelfEmployed,300,1.34,High,Rejected
A0933,45362,55274,42,4,SelfEmployed,300,1.22,High,Rejected
A0934,78669,44532,42,1,Salaried,442,0.57,High,Rejected
A0935,76845,52699,38,2,SelfEmployed,341,0.69,High,Rejected
A0936,83674,56909,48,3,SelfEmployed,326,0.68,High,Rejected
A0937,45453,79682,35,4,Salaried,300,1.75,High,Rejected
A0938,37214,70954,45,5,Salaried,300,1.91,High,Rejected
A0939,67097,12254,38,0,Salaried,518,0.18,High,Rejected
A0940,40277,28141,21,5,Salaried,300,0.7,High,Rejected
A0941,98815,14553,63,3,SelfEmployed,486,0.15,High,Rejected
A0942,86263,62057,28,4,Salaried,318,0.72,High,Rejected
A0943,78590,25454,44,2,SelfEmployed,420,0.32,High,Rejected
A0944,99015,53629,34,2,SelfEmployed,448,0.54,High,Rejected
A0945,20212,55795,68,5,Salaried,300,2.76,High,Rejected
A0946,30838,6744,47,5,Salaried,300,0.22,High,Rejected
A0947,42006,8966,30,5,SelfEmployed,300,0.21,High,Rejected
A0948,85811,77474,10,4,SelfEmployed,300,0.9,High,Rejected
A0949,72381,17556,69,4,SelfEmployed,334,0.24,High,Rejected
A0950,97066,5690,49,0,Salaried,648,0.06,Medium,Approved
A0951,48639,37765,50,4,SelfEmployed,300,0.78,High,Rejected
A0952,78244,8371,11,1,SelfEmployed,502,0.11,High,Rejected
A0953,39785,27358,25,0,SelfEmployed,300,0.69,High,Rejected
A0954,43140,17013,57,5,Salaried,300,0.39,High,Rejected
A0955,99826,684,58,2,Salaried,588,0.01,High,Rejected
A0956,62311,20092,51,4,SelfEmployed,300,0.32,High,Rejected
A0957,88436,39601,26,2,SelfEmployed,429,0.45,High,Rejected
A0958,31852,4524,32,1,Salaried,363,0.14,High,Rejected
A0959,43995,12310,33,1,SelfEmployed,348,0.28,High,Rejected
A0960,93881,73784,66,3,Salaried,371,0.79,High,Rejected
A0961,42322,76584,63,1,SelfEmployed,300,1.81,High,Rejected
A0962,55795,1221,64,1,Salaried,470,0.02,High,Rejected
A0963,25046,48845,67,3,Salaried,300,1.95,High,Rejected
A0964,77675,58703,19,0,SelfEmployed,410,0.76,High,Rejected
A0965,52450,41684,62,5,SelfEmployed,300,0.79,High,Rejected
A0966,36741,27192,31,0,Salaried,300,0.74,High,Rejected
A0967,75296,7072,24,0,SelfEmployed,534,0.09,High,Rejected
A0968,93320,62104,14,1,SelfEmployed,443,0.67,High,Rejected
A0969,71767,70284,36,4,Salaried,300,0.98,High,Rejected
A0970,75961,42920,12,3,SelfEmployed,322,0.57,High,Rejected
A0971,43353,50995,59,3,Salaried,300,1.18,High,Rejected
A0972,97324,74704,28,3,Salaried,387,0.77,High,Rejected
A0973,95080,30938,51,4,Salaried,427,0.33,High,Rejected
A0974,54086,53,29,1,SelfEmployed,439,0.0,High,Rejected
A0975,61955,45149,36,1,Salaried,351,0.73,High,Rejected
A0976,89601,32901,62,2,Salaried,480,0.37,High,Rejected
A0977,51300,3244,21,4,Salaried,326,0.06,High,Rejected
A0978,80518,55792,19,2,Salaried,383,0.69,High,Rejected
A0979,58793,59538,17,3,SelfEmployed,300,1.01,High,Rejected
A0980,69409,4813,34,0,SelfEmployed,519,0.07,High,Rejected
A0981,63762,24358,53,2,Salaried,386,0.38,High,Rejected
A0982,97355,70083,41,5,SelfEmployed,300,0.72,High,Rejected
A0983,45506,63621,15,5,Salaried,300,1.4,High,Rejected
A0984,91801,61266,22,3,SelfEmployed,357,0.67,High,Rejected
A0985,55608,60440,23,3,SelfEmployed,300,1.09,High,Rejected
A0986,35596,72775,10,4,SelfEmployed,300,2.04,High,Rejected
A0987,96476,24037,19,5,Salaried,407,0.25,High,Rejected
A0988,36120,64819,41,4,Salaried,300,1.79,High,Rejected
A0989,54791,64702,30,4,SelfEmployed,300,1.18,High,Rejected
A0990,60891,34971,18,2,Salaried,338,0.57,High,Rejected
A0991,96083,70945,61,1,Salaried,468,0.74,High,Rejected
A0992,97207,79008,12,4,SelfEmployed,307,0.81,High,Rejected
A0993,56765,8124,46,0,Salaried,490,0.14,High,Rejected
A0994,72388,12088,32,2,SelfEmployed,429,0.17,High,Rejected
A0995,26828,49759,47,1,SelfEmployed,300,1.85,High,Rejected
A0996,84089,39046,19,2,Salaried,441,0.46,High,Rejected
A0997,97809,26297,60,3,Salaried,488,0.27,High,Rejected
A0998,91170,48583,10,5,Salaried,332,0.53,High,Rejected
A0999,74604,2309,25,5,SelfEmployed,344,0.03,High,Rejected
A1000,27620,51934,17,3,Salaried,300,1.88,High,Rejected
A1001,97552,23953,43,2,SelfEmployed,502,0.25,High,Rejected
A1002,83956,79969,23,2,Salaried,343,0.95,High,Rejected
A1003,72018,8250,64,3,SelfEmployed,399,0.11,High,Rejected
A1004,53237,43197,42,1,SelfEmployed,300,0.81,High,Rejected
A1005,49915,59041,16,2,SelfEmployed,300,1.18,High,Rejected
A1006,47254,71838,16,1,Salaried,300,1.52,High,Rejected
A1007,33691,30713,58,4,SelfEmployed,300,0.91,High,Rejected
A1008,52504,77636,11,5,Salaried,300,1.48,High,Rejected
A1009,73291,66652,46,5,SelfEmployed,300,0.91,High,Rejected
A1010,23701,23958,50,1,SelfEmployed,300,1.01,High,Rejected
A1011,72386,12612,47,4,SelfEmployed,348,0.17,High,Rejected
A1012,22717,45624,66,4,SelfEmployed,300,2.01,High,Rejected
A1013,67925,28127,45,5,Salaried,300,0.41,High,Rejected
A1014,26451,75022,20,0,SelfEmployed,300,2.84,High,Rejected
A1015,75633,49380,11,1,SelfEmployed,384,0.65,High,Rejected
A1016,65903,21466,33,4,Salaried,325,0.33,High,Rejected
A1017,90344,19708,25,5,SelfEmployed,362,0.22,High,Rejected
A1018,93732,11780,52,3,Salaried,502,0.13,High,Rejected
A1019,76759,19690,30,2,SelfEmployed,427,0.26,High,Rejected
A1020,54602,47942,48,4,SelfEmployed,300,0.88,High,Rejected
A1021,55841,25432,60,0,SelfEmployed,394,0.46,High,Rejected
A1022,50436,67433,52,4,SelfEmployed,300,1.34,High,Rejected
A1023,35217,58212,60,4,Salaried,300,1.65,High,Rejected
A1024,85124,20643,14,2,Salaried,489,0.24,High,Rejected
A1025,91974,45572,18,5,Salaried,342,0.5,High,Rejected
A1026,81087,30068,59,4,SelfEmployed,339,0.37,High,Rejected
A1027,92002,46151,53,4,SelfEmployed,351,0.5,High,Rejected
A1028,41731,55903,18,0,Salaried,300,1.34,High,Rejected
A1029,91066,52433,50,4,Salaried,363,0.58,High,Rejected
A1030,64249,10323,20,3,SelfEmployed,362,0.16,High,Rejected
A1031,95311,63607,47,4,SelfEmployed,330,0.67,High,Rejected
A1032,95127,54965,26,5,SelfEmployed,307,0.58,High,Rejected
A1033,72664,19123,38,5,Salaried,321,0.26,High,Rejected
A1034,28665,19961,11,2,SelfEmployed,300,0.7,High,Rejected
A1035,98939,63603,58,2,Salaried,457,0.64,High,Rejected
A1036,98936,73181,22,4,SelfEmployed,328,0.74,High,Rejected
A1037,84085,35360,55,2,Salaried,450,0.42,High,Rejected
A1038,27358,2159,21,5,SelfEmployed,300,0.08,High,Rejected
A1039,45688,46244,46,5,Salaried,300,1.01,High,Rejected
A1040,67451,71142,27,1,SelfEmployed,300,1.05,High,Rejected
A1041,71375,4205,65,0,SelfEmployed,528,0.06,High,Rejected
A1042,77890,6531,15,1,Salaried,535,0.08,High,Rejected
A1043,39446,56995,10,3,Salaried,300,1.44,High,Rejected
A1044,29495,18868,21,2,Salaried,300,0.64,High,Rejected
A1045,25546,73397,50,1,SelfEmployed,300,2.87,High,Rejected
A1046,89044,12946,30,0,SelfEmployed,572,0.15,High,Rejected
A1047,96180,63339,23,4,SelfEmployed,334,0.66,High,Rejected
A1048,34758,13061,35,1,SelfEmployed,300,0.38,High,Rejected
A1049,69092,37534,11,0,SelfEmployed,423,0.54,High,Rejected
A1050,52505,78971,23,4,SelfEmployed,300,1.5,High,Rejected
A1051,46188,4051,70,3,SelfEmployed,314,0.09,High,Rejected
A1052,31738,40183,43,1,SelfEmployed,300,1.27,High,Rejected
A1053,26224,19709,52,4,SelfEmployed,300,0.75,High,Rejected
A1054,35179,75604,62,5,SelfEmployed,300,2.15,High,Rejected
A1055,64853,22915,43,3,SelfEmployed,326,0.35,High,Rejected
A1056,77764,66795,48,0,Salaried,420,0.86,High,Rejected
A1057,53365,15864,54,2,Salaried,367,0.3,High,Rejected
A1058,99469,68218,23,4,SelfEmployed,340,0.69,High,Rejected
A1059,97001,24384,24,4,SelfEmployed,419,0.25,High,Rejected
A1060,50885,73115,53,1,SelfEmployed,300,1.44,High,Rejected
A1061,56650,15800,42,3,SelfEmployed,312,0.28,High,Rejected
A1062,56530,12413,27,1,SelfEmployed,403,0.22,High,Rejected
A1063,93908,19470,70,1,SelfEmployed,537,0.21,High,Rejected
A1064,48349,7256,61,2,Salaried,379,0.15,High,Rejected
A1065,45906,32488,45,0,Salaried,339,0.71,High,Rejected
A1066,97483,51899,11,0,SelfEmployed,524,0.53,High,Rejected
A1067,98608,17093,59,0,Salaried,630,0.17,Medium,Rejected
A1068,64058,54716,23,5,SelfEmployed,300,0.85,High,Rejected
A1069,44770,72638,22,2,Salaried,300,1.62,High,Rejected
A1070,25381,67978,60,0,SelfEmployed,300,2.68,High,Rejected
A1071,42524,33089,63,2,SelfEmployed,300,0.78,High,Rejected
A1072,88263,24552,28,1,SelfEmployed,503,0.28,High,Rejected
A1073,22660,57450,56,4,SelfEmployed,300,2.54,High,Rejected
A1074,78388,28006,19,3,Salaried,402,0.36,High,Rejected
A1075,28795,16689,20,0,SelfEmployed,300,0.58,High,Rejected
A1076,34874,9329,68,3,Salaried,300,0.27,High,Rejected
A1077,57594,3082,53,5,SelfEmployed,300,0.05,High,Rejected
A1078,23791,28550,42,2,SelfEmployed,300,1.2,High,Rejected
A1079,30906,7737,39,1,Salaried,338,0.25,High,Rejected
A1080,45985,77700,38,0,SelfEmployed,300,1.69,High,Rejected
A1081,71654,68008,24,2,SelfEmployed,300,0.95,High,Rejected
A1082,29762,20639,38,1,SelfEmployed,300,0.69,High,Rejected
A1083,53840,35987,12,1,SelfEmployed,304,0.67,High,Rejected
A1084,84411,28601,56,0,Salaried,547,0.34,High,Rejected
A1085,52149,11390,45,3,Salaried,338,0.22,High,Rejected
A1086,69809,55554,19,1,Salaried,365,0.8,High,Rejected
A1087,94883,28756,68,1,Salaried,551,0.3,High,Rejected
A1088,95679,69997,31,5,SelfEmployed,300,0.73,High,Rejected
A1089,96065,2355,34,2,Salaried,571,0.02,High,Rejected
A1090,44573,32463,57,5,Salaried,300,0.73,High,Rejected
A1091,32682,42543,34,2,SelfEmployed,300,1.3,High,Rejected
A1092,45533,75302,68,0,Salaried,300,1.65,High,Rejected
A1093,36493,3096,12,5,Salaried,300,0.08,High,Rejected
A1094,47573,6872,56,3,SelfEmployed,307,0.14,High,Rejected
A1095,24523,39040,52,4,Salaried,300,1.59,High,Rejected
A1096,99699,45937,48,4,Salaried,416,0.46,High,Rejected
A1097,75634,40203,26,3,SelfEmployed,328,0.53,High,Rejected
A1098,29623,76544,63,3,Salaried,300,2.58,High,Rejected
A1099,39668,61690,44,1,SelfEmployed,300,1.56,High,Rejected
A1100,56609,244,56,2,Salaried,437,0.0,High,Rejected
A1101,66856,33650,23,3,Salaried,333,0.5,High,Rejected
A1102,32995,58832,29,2,SelfEmployed,300,1.78,High,Rejected
A1103,61528,6967,10,5,SelfEmployed,300,0.11,High,Rejected
A1104,39401,59639,48,5,Salaried,300,1.51,High,Rejected
A1105,92651,6049,20,2,Salaried,551,0.07,High,Rejected
A1106,84781,2455,59,2,SelfEmployed,500,0.03,High,Rejected
A1107,64712,3858,54,4,Salaried,374,0.06,High,Rejected
A1108,40802,29271,40,0,Salaried,319,0.72,High,Rejected
A1109,29909,29812,40,2,Salaried,300,1.0,High,Rejected
A1110,81271,67560,30,0,Salaried,438,0.83,High,Rejected
A1111,96838,40763,66,1,Salaried,534,0.42,High,Rejected
A1112,30737,48637,60,0,SelfEmployed,300,1.58,High,Rejected
A1113,89513,79590,63,3,Salaried,335,0.89,High,Rejected
A1114,41511,21282,55,1,SelfEmployed,300,0.51,High,Rejected
A1115,63363,12144,36,2,SelfEmployed,393,0.19,High,Rejected
A1116,56864,18416,57,1,Salaried,414,0.32,High,Rejected
A1117,56925,73141,68,1,Salaried,300,1.28,High,Rejected
A1118,77282,31375,17,2,SelfEmployed,399,0.41,High,Rejected
A1119,38099,8781,25,1,Salaried,367,0.23,High,Rejected
A1120,64632,51661,14,4,SelfEmployed,300,0.8,High,Rejected
A1121,64365,2236,40,1,SelfEmployed,468,0.03,High,Rejected
A1122,50306,78347,35,0,SelfEmployed,300,1.56,High,Rejected
A1123,74523,62905,18,1,Salaried,372,0.84,High,Rejected
A1124,28620,23268,21,0,SelfEmployed,300,0.81,High,Rejected
A1125,26520,75539,23,4,SelfEmployed,300,2.85,High,Rejected
A1126,28043,8265,43,2,Salaried,300,0.29,High,Rejected
A1127,78550,24177,10,1,SelfEmployed,463,0.31,High,Rejected
A1128,42637,76448,16,1,SelfEmployed,300,1.79,High,Rejected
A1129,27857,67737,57,4,Salaried,300,2.43,High,Rejected
A1130,77309,11308,13,3,Salaried,441,0.15,High,Rejected
A1131,42836,3708,25,5,SelfEmployed,300,0.09,High,Rejected
A1132,85855,73271,29,5,SelfEmployed,300,0.85,High,Rejected
A1133,56049,62686,56,4,SelfEmployed,300,1.12,High,Rejected
A1134,28401,60123,35,0,SelfEmployed,300,2.12,High,Rejected
A1135,29287,38383,42,1,SelfEmployed,300,1.31,High,Rejected
A1136,95676,12737,17,1,Salaried,588,0.13,High,Rejected
A1137,40951,52539,44,5,SelfEmployed,300,1.28,High,Rejected
A1138,59984,74154,24,5,Salaried,300,1.24,High,Rejected
A1139,68362,31312,63,5,SelfEmployed,300,0.46,High,Rejected
A1140,33638,32445,45,4,Salaried,300,0.96,High,Rejected
A1141,20424,34643,27,0,Salaried,300,1.7,High,Rejected
A1142,39490,17351,18,3,Salaried,300,0.44,High,Rejected
A1143,58404,54230,30,3,SelfEmployed,300,0.93,High,Rejected
A1144,28945,28415,16,0,Salaried,300,0.98,High,Rejected
A1145,92934,18632,63,0,SelfEmployed,575,0.2,High,Rejected
A1146,62641,54915,35,5,SelfEmployed,300,0.88,High,Rejected
A1147,85005,73373,62,1,Salaried,404,0.86,High,Rejected
A1148,80595,51299,45,0,SelfEmployed,444,0.64,High,Rejected
A1149,89103,41446,32,2,Salaried,458,0.47,High,Rejected
A1150,74276,6492,66,5,SelfEmployed,332,0.09,High,Rejected
A1151,64369,71476,68,4,SelfEmployed,300,1.11,High,Rejected
A1152,36562,38633,49,5,SelfEmployed,300,1.06,High,Rejected
A1153,76355,78063,65,3,Salaried,300,1.02,High,Rejected
A1154,67490,56714,40,5,Salaried,300,0.84,High,Rejected
A1155,75751,71728,10,1,SelfEmployed,325,0.95,High,Rejected
A1156,65275,41740,53,2,Salaried,340,0.64,High,Rejected
A1157,39361,16625,16,4,SelfEmployed,300,0.42,High,Rejected
A1158,26380,33561,15,2,Salaried,300,1.27,High,Rejected
A1159,69493,30308,55,0,Salaried,475,0.44,High,Rejected
A1160,99481,39155,45,3,Salaried,469,0.39,High,Rejected
A1161,48158,16509,17,0,Salaried,419,0.34,High,Rejected
A1162,37996,39651,33,2,SelfEmployed,300,1.04,High,Rejected
A1163,55986,13427,17,5,SelfEmployed,300,0.24,High,Rejected
A1164,22499,45349,67,2,SelfEmployed,300,2.02,High,Rejected
A1165,73867,33919,68,1,SelfEmployed,416,0.46,High,Rejected
A1166,78404,50229,12,4,Salaried,306,0.64,High,Rejected
A1167,31907,24722,28,2,Salaried,300,0.77,High,Rejected
A1168,53571,61277,62,2,Salaried,300,1.14,High,Rejected
A1169,48623,68793,19,5,SelfEmployed,300,1.41,High,Rejected
A1170,34046,15707,58,1,SelfEmployed,300,0.46,High,Rejected
A1171,80418,60186,31,1,Salaried,411,0.75,High,Rejected
A1172,59952,52682,49,3,Salaried,300,0.88,High,Rejected
A1173,49892,69817,26,3,Salaried,300,1.4,High,Rejected
A1174,22110,7665,55,4,SelfEmployed,300,0.35,High,Rejected
A1175,77867,4678,19,2,Salaried,500,0.06,High,Rejected
A1176,76369,23090,62,5,SelfEmployed,300,0.3,High,Rejected
A1177,91883,65130,16,1,SelfEmployed,429,0.71,High,Rejected
A1178,81390,13777,66,1,SelfEmployed,501,0.17,High,Rejected
A1179,86533,10062,70,1,Salaried,559,0.12,High,Rejected
A1180,66547,22411,70,0,SelfEmployed,455,0.34,High,Rejected
A1181,34280,3304,24,3,Salaried,300,0.1,High,Rejected
A1182,54103,51024,39,4,Salaried,300,0.94,High,Rejected
A1183,66868,13298,44,0,SelfEmployed,484,0.2,High,Rejected
A1184,37554,57641,16,5,Salaried,300,1.53,High,Rejected
A1185,42165,17188,70,0,Salaried,386,0.41,High,Rejected
A1186,44671,21441,16,2,Salaried,300,0.48,High,Rejected
A1187,95779,59255,58,3,SelfEmployed,381,0.62,High,Rejected
A1188,91601,79674,68,3,Salaried,346,0.87,High,Rejected
A1189,62102,36344,65,1,SelfEmployed,350,0.59,High,Rejected
A1190,42819,64412,57,5,SelfEmployed,300,1.5,High,Rejected
A1191,77940,17577,31,3,Salaried,427,0.23,High,Rejected
A1192,85621,44261,42,1,SelfEmployed,446,0.52,High,Rejected
A1193,73399,65632,25,1,SelfEmployed,328,0.89,High,Rejected
A1194,49090,64083,32,5,Salaried,300,1.31,High,Rejected
A1195,45815,49569,10,0,Salaried,300,1.08,High,Rejected
A1196,30813,935,14,4,Salaried,300,0.03,High,Rejected
A1197,93430,27549,19,0,Salaried,588,0.29,High,Rejected
A1198,61047,13066,39,0,Salaried,490,0.21,High,Rejected
A1199,32348,29949,67,3,Salaried,300,0.93,High,Rejected
A1200,44931,58897,44,5,SelfEmployed,300,1.31,High,Rejected
A1201,56768,53824,18,5,SelfEmployed,300,0.95,High,Rejected
A1202,69969,56703,47,5,SelfEmployed,300,0.81,High,Rejected
A1203,57996,18323,29,5,Salaried,300,0.32,High,Rejected
A1204,45271,79657,21,3,SelfEmployed,300,1.76,High,Rejected
A1205,49129,28427,64,2,SelfEmployed,300,0.58,High,Rejected
A1206,31559,70660,50,4,Salaried,300,2.24,High,Rejected
A1207,98952,36784,11,3,Salaried,471,0.37,High,Rejected
A1208,88824,33614,37,4,Salaried,395,0.38,High,Rejected
A1209,76709,15254,70,5,Salaried,348,0.2,High,Rejected
A1210,27162,79818,44,2,Salaried,300,2.94,High,Rejected
A1211,34366,26599,53,0,Salaried,300,0.77,High,Rejected
A1212,81442,47181,57,4,SelfEmployed,300,0.58,High,Rejected
A1213,70533,480,34,4,Salaried,405,0.01,High,Rejected
A1214,25799,72684,26,2,SelfEmployed,300,2.82,High,Rejected
A1215,40807,36325,41,5,SelfEmployed,300,0.89,High,Rejected
A1216,95985,1231,45,4,SelfEmployed,463,0.01,High,Rejected
A1217,92331,22651,17,4,Salaried,434,0.25,High,Rejected
A1218,22950,1491,70,3,SelfEmployed,300,0.06,High,Rejected
A1219,50455,48505,29,0,Salaried,304,0.96,High,Rejected
A1220,30042,73974,24,5,Salaried,300,2.46,High,Rejected
A1221,84700,17790,12,1,SelfEmployed,504,0.21,High,Rejected
A1222,50417,11102,26,1,Salaried,412,0.22,High,Rejected
A1223,86506,53084,35,0,SelfEmployed,470,0.61,High,Rejected
A1224,45946,37323,39,3,SelfEmployed,300,0.81,High,Rejected
A1225,55916,28632,67,2,Salaried,333,0.51,High,Rejected
A1226,56544,60922,60,1,SelfEmployed,300,1.08,High,Rejected
A1227,70857,22439,49,1,Salaried,464,0.32,High,Rejected
A1228,35790,43235,37,3,SelfEmployed,300,1.21,High,Rejected
A1229,28150,75394,30,0,SelfEmployed,300,2.68,High,Rejected
A1230,39338,69070,49,5,Salaried,300,1.76,High,Rejected
A1231,49735,7569,35,2,SelfEmployed,353,0.15,High,Rejected
A1232,66443,48471,48,0,Salaried,406,0.73,High,Rejected
A1233,70206,42874,33,4,SelfEmployed,300,0.61,High,Rejected
A1234,67460,65674,19,5,Salaried,300,0.97,High,Rejected
A1235,55891,41984,67,0,SelfEmployed,335,0.75,High,Rejected
A1236,90350,51491,26,3,Salaried,402,0.57,High,Rejected
A1237,36641,52562,41,3,SelfEmployed,300,1.43,High,Rejected
A1238,42811,40022,27,1,SelfEmployed,300,0.93,High,Rejected
A1239,36686,65170,44,5,Salaried,300,1.78,High,Rejected
A1240,80551,12462,13,5,Salaried,370,0.15,High,Rejected
A1241,39685,38519,58,3,SelfEmployed,300,0.97,High,Rejected
A1242,28664,37262,67,3,SelfEmployed,300,1.3,High,Rejected
A1243,64457,55953,59,3,Salaried,300,0.87,High,Rejected
A1244,41397,71727,35,5,Salaried,300,1.73,High,Rejected
A1245,89338,1397,40,5,SelfEmployed,399,0.02,High,Rejected
